date,gross_return,transaction_cost,borrow_cost,funding_cost,net_return,gross_leverage,equity_curve,probability
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.555906813355384
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7798653445000135
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9627564993162594
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.830233180956211
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7266578895329817
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07196279538418078
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3086346371547132
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9007765318765825
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6427882286564571
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.656648038327593
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7865289436920222
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9822962213038673
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9926560628942013
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9954739898384638
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9437043350823308
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7569122636562805
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9025852080582555
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.841723944228317
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9437258813427571
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47346291902571075
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6315035754307394
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7632807849770243
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5843309717155394
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5638145198701349
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6382141052343813
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5498558182425551
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6200075414555597
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5917724881268813
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5971006636710462
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6475391325866598
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333185087275
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8513632579259327
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5149895552682395
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4079903391431375
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7728895575967405
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6638587618764558
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4222494909961065
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3716765450849687
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6328615967888992
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5676809458110403
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8431073570771251
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7933766981864562
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6038325493386004
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46203880736520037
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6396405447036522
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7279875409187273
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7391554836515524
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6856958977244674
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6023502551840629
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57233076673027
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43954256038571643
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40690483375964986
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35330591890352325
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31581797283669055
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28873920696118743
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19108942395923761
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332238730588702
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17307295813321522
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13604933664272845
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10731597220742628
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4157164662086201
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9042804027919809
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8155937375601837
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49257130325783716
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8225394092571408
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9859586870968141
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8741218005777724
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23067289421032866
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.990124420756693
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4085868082657433
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4089507019923612
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3064135134232989
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3884977911141171
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30646906622175224
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31956892627935823
2024-03-19,0.0,5.718666154136974e-05,0.0,0.0,-5.718666154136974e-05,0.0,0.9999428133384586,0.6778037272395876
2024-03-20,-4.3767117976333424e-05,5.718666154136974e-05,1.3063086433042326e-06,0.0,-0.0001022600881610074,0.03812444102757982,0.9998405590982106,0.2152492389781076
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9998405590982106,0.4531536023651548
2024-03-22,0.0,5.633291323252215e-05,0.0,0.0,-5.633291323252215e-05,0.0,0.9997842351667485,0.5159376026591171
2024-03-25,2.5556516842862444e-05,5.633291323252215e-05,1.2821905897956626e-06,0.0,-3.205858697945537e-05,0.03755527548834811,0.9997521834968848,0.2905456118214922
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9997521834968848,0.33725256784550944
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9997521834968848,0.3351183009767726
2024-03-28,0.0,5.982643656084454e-05,0.0,0.0,-5.982643656084454e-05,0.0,0.9996923718863022,0.725518864986054
2024-03-29,-0.0001541024062346055,3.2099996486087683e-06,1.3377078319253727e-06,0.0,-0.00015865011371513963,0.03988429104056303,0.9995337705778222,0.5584935514381122
2024-04-01,-7.850163629996506e-05,5.6742619771428866e-05,1.2596133577193025e-06,0.0,-0.00013650386942911323,0.03782841318095258,0.9993973303505133,0.4755209757610312
2024-04-02,0.0,5.5116407205342395e-05,0.0,0.0,-5.5116407205342395e-05,0.0,0.9993422471602937,0.5365316810654137
2024-04-03,-0.00011627094142776014,1.063902516796978e-06,1.238190369279656e-06,0.0,-0.00011857303431383677,0.03674427147022826,0.99922375211773,0.6011948904888216
2024-04-04,6.3937592242414535e-06,5.424295914446803e-05,1.2168089366189528e-06,0.0,-4.9066008856845535e-05,0.03616197276297869,0.9991747241962586,0.31332289329104224
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9991747241962586,0.20743971223597893
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9991747241962586,0.24508969923720944
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9991747241962586,0.12209060248493359
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9991747241962586,0.25344075589351706
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9991747241962586,0.45097401291052525
2024-04-12,0.0,5.5692383424722305e-05,0.0,0.0,-5.5692383424722305e-05,0.0,0.9991190777744104,0.5928194309193967
2024-04-15,-0.0002162353465917364,5.5692383424722305e-05,1.27274662049216e-06,0.0,-0.0002732004766369509,0.03712825561648154,0.9988461179661454,0.47765188081313453
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.2665011463818986
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.20921479415889724
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.16559635592960736
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.3462748813981865
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.6907612588529187
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.9170799542947852
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9988461179661454,0.07653915811675856
2024-04-25,0.0,5.785255246721899e-05,0.0,0.0,-5.785255246721899e-05,0.0,0.9987883321686991,0.726382413968418
2024-04-26,-0.00021459264918367968,2.2457103437119565e-06,1.3723266544164686e-06,0.0,-0.0002182106861818081,0.03856836831147932,0.9985703858813862,0.5843739332577107
2024-04-29,-0.00022856893517782663,6.233877784634195e-07,1.3151564470084854e-06,0.0,-0.00023050747940329852,0.037071228082338016,0.9983402079387299,0.5048366643284172
2024-04-30,-0.0001198771823215135,5.498345434504361e-05,1.3002907083669336e-06,0.0,-0.00017616092737492405,0.03665563623002907,0.9981643394018638,0.24519215097268882
